  40   2
    7205.289932      7026.341011
   15537.363271     25168.833798
   22828.809185     21365.280809
   24497.000000      4616.420841
   28800.639559     21073.054147
   36049.817346     22340.520195
   44214.740570     22113.964630
   57381.825996     12161.439356
   14489.878283     34680.217103
   21982.447281     33787.972377
   25546.724342     32441.763596
   28010.437791     28332.198687
   31667.975072     31234.012739
   35325.576894     31561.327231
   39010.270108     32965.912554
   46538.466332     32770.833242
   15642.408745     38977.855903
   21748.596010     39878.026962
   27669.198417     38378.596465
   31878.072362     37932.542276
   34261.821810     39477.373517
   37838.336504     37735.478198
   41800.612927     38697.296824
   49314.935585     37871.663884
   17135.745943     46454.978833
   23585.263526     44119.105126
   25526.213253     47274.613334
   30190.418409     47481.002814
   31036.094409     46460.201310
   33143.709834     45669.810004
   37541.490630     43224.185982
   47002.061353     42755.991101
    5679.073157     53699.134183
   16606.428992     51845.244252
   21080.519676     52770.808291
   27605.601198     50730.436412
   31389.798147     48627.168057
   31983.149669     51902.731125
   34646.969976     49621.167524
   37794.984570     49497.465641
       0.616980        1.510670        1.714620        1.833510        1.439060        0.451730        0.702600        0.512980        0.721060        1.414040        0.633220        1.497190        0.632560        0.355810        0.503370        0.358070        0.506070        0.451910        0.462950        0.496360        0.602740        0.360770        0.484380        0.335660        0.431810        0.717310        1.072130        2.212660        0.380750        0.558340        0.447940        0.512100        0.376760        0.523810        0.461390        0.463230        0.517110        0.362880        0.422880        0.370280 
       0.961360        2.616450        3.017260        3.236210        2.488510        0.648810        1.124700        0.765060        1.165080        2.465430        1.009200        2.546940        1.015190        0.478230        0.764840        0.480290        0.759910        0.667580        0.678080        0.750310        0.943390        0.488330        0.692320        0.448060        0.628430        1.151120        1.797000        3.896050        0.481820        0.695910        0.649020        0.778820        0.518390        0.802120        0.675150        0.696330        0.756390        0.509340        0.605010        0.533230 
       3.710920       11.496240       13.439560       14.437750       10.928680        2.281450        4.566380        2.811310        4.766920       10.894080        4.140360       11.097730        4.198570        1.581120        3.003890        1.641220        2.885630        2.510520        2.510390        2.951870        3.833960        1.662580        2.469010        1.448890        2.293930        4.736550        7.701420       17.550300        1.416630        2.006070        2.411230        2.983610        1.763110        3.181900        2.498760        2.702690        2.839440        1.771410        2.168720        1.978350 
       1.540490        4.494420        5.219850        5.608870        4.267150        0.985200        1.826890        1.191740        1.915750        4.239410        1.652140        4.345190        1.656480        0.689190        1.214290        0.696810        1.195890        1.024860        1.050520        1.190680        1.521880        0.705940        1.031630        0.621290        0.946350        1.860250        3.023060        6.751860        0.654700        0.925180        0.962150        1.216230        0.759860        1.283160        1.045290        1.079240        1.156630        0.736460        0.867800        0.789770 
       1.158040        3.246020        3.754250        4.030480        4.397980        1.618070        3.119880        1.979910        1.621370        3.060880        1.288190        4.094010        2.909110        1.139580        2.013700        1.033060        1.168190        1.015970        1.265900        2.031510        2.602720        1.156260        1.537840        0.926340        0.936790        1.825880        2.914810        7.264150        0.932590        1.327990        1.495180        1.826140        0.755750        1.258590        1.025740        1.132860        1.375310        0.831520        1.353440        1.229130 
       0.432700        0.926430        1.028290        1.096410        2.157970        1.154960        2.166260        1.399840        0.665660        0.858470        0.469110        1.817170        2.000050        0.821920        1.378020        0.708250        0.592960        0.528380        0.760890        1.400950        1.807620        0.819930        1.040010        0.641700        0.500380        0.874080        1.344640        3.623230        0.666950        0.953360        0.994070        1.211370        0.425340        0.622590        0.535710        0.601950        0.806850        0.488860        0.905700        0.817550 
       0.598550        1.461080        1.659280        1.775260        3.548720        1.832790        3.561410        2.249030        1.020850        1.366980        0.688170        2.967160        3.327300        1.286890        2.254670        1.100120        0.897050        0.782260        1.182870        2.300460        2.970340        1.292900        1.640360        0.985070        0.731110        1.374590        2.173020        6.039350        0.987530        1.407560        1.597620        1.952450        0.598200        0.955670        0.792900        0.922550        1.251270        0.726160        1.442610        1.311670 
       0.535130        1.225430        1.387010        1.479320        2.907620        1.518680        2.908360        1.854080        0.875090        1.154420        0.612210        2.438060        2.716030        1.086800        1.863090        0.937630        0.776560        0.684660        1.004000        1.896590        2.429870        1.090050        1.382160        0.845610        0.640170        1.170990        1.808570        4.940110        0.858780        1.226460        1.355950        1.618130        0.536610        0.826600        0.693690        0.798030        1.071790        0.640300        1.231070        1.114290 
       0.694190        1.765690        2.017300        2.160420        1.903090        0.633430        1.090730        0.745800        1.693870        1.656590        0.944910        1.884360        0.978560        0.464150        0.885140        0.686070        1.671370        1.450020        1.210180        0.786550        0.917150        0.518880        1.007550        0.618600        1.330580        2.670100        4.294690        8.526540        0.650620        0.919540        0.957320        1.168430        1.053120        1.821860        1.457830        1.445040        1.370030        0.909070        0.868420        0.786630 
       1.118620        3.150960        3.640770        3.910060        2.993640        0.734250        1.316120        0.877220        1.366070        2.962140        1.171270        3.050750        1.171640        0.517570        0.868170        0.522310        0.867780        0.747370        0.767150        0.851860        1.093430        0.531320        0.764820        0.477120        0.700070        1.321080        2.123580        4.709150        0.510860        0.733550        0.701090        0.888130        0.568320        0.915870        0.763530        0.779820        0.842060        0.550640        0.643520        0.576350 
       1.629820        4.812580        5.589070        6.009130        4.659190        1.090360        2.061100        1.328460        2.393300        4.530410        1.838100        4.709990        1.858450        0.754340        1.416560        0.852820        1.716910        1.475720        1.390180        1.348390        1.707830        0.791370        1.284020        0.756640        1.350750        2.746200        4.490030        9.737830        0.785400        1.100040        1.211060        1.533020        1.063790        1.866580        1.491700        1.524890        1.551580        0.988940        1.089120        0.993400 
