  25   3
   12636.458666     19644.937323
   22994.534778     18316.494403
   25109.378582     13461.033597
   35977.228047     21761.232473
   54465.361743     14583.894817
   16506.581868     34491.875431
   25889.015264     30419.914066
   30357.653722     31045.622535
   36139.999010     31567.076132
   44386.053399     32801.278396
   16426.282935     39421.335995
   25369.507032     39226.369325
   32669.659200     38251.496820
   37849.577610     38326.663893
   45698.532454     38341.097688
   20768.868324     45081.383853
   25455.421410     46525.809402
   30305.016305     47419.112486
   33111.914338     45662.965076
   43694.252316     42765.665419
    7921.644053     53604.716499
   20487.772224     51738.538989
   30630.362612     49230.520041
   32246.728387     50584.339668
   36425.403965     49852.413015
       5.345460        5.717770        6.757430        3.047790        1.972060        3.426410        6.668170        2.156860        1.768670        1.200410        1.526760        1.859880        1.949350        1.493080        1.479750        2.122810        3.461100        6.487050        1.454950        1.925300        1.240650        2.294200        1.556390        1.162510        1.500550 
      17.430350       18.712610       22.325740        9.436600        5.680220       10.867830       22.050050        6.650960        5.243720        3.226450        4.243930        5.575860        5.879510        4.306530        3.968040        6.370390       11.137180       21.145960        3.515760        5.724410        3.310340        7.075640        4.422560        3.177480        4.432860 
       7.004810        7.503180        8.882260        3.929290        2.477290        4.455500        8.776240        2.776380        2.250370        1.474280        1.898220        2.377930        2.481960        1.867980        1.810680        2.688510        4.515400        8.466130        1.711020        2.437890        1.525200        2.961650        1.934660        1.415490        1.885750 
       3.554450        3.788910        4.445980       11.721730        6.970010        2.941830        4.561440        8.287480        6.511440        3.261900        2.068590        3.579460        7.176080        5.074940        4.030820        2.962840        5.167660       12.179420        3.572650        5.829340        1.665860        3.250010        2.916610        2.144450        4.511270 
       2.395840        2.544000        2.950550        7.490880        4.531440        2.018470        3.029260        5.309870        4.222590        2.211110        1.479350        2.403310        4.636970        3.320120        2.713240        2.041350        3.394700        7.804820        2.496960        3.811130        1.222190        2.198930        2.009830        1.501320        2.980790 
       4.501310        4.812750        5.667270        3.142650        2.027140        3.794980        5.831320        2.221430        1.820170        1.591140        2.693830        3.134650        2.010330        1.659380        1.960060        3.934330        6.701540       11.510830        1.836140        2.665730        2.131310        4.358060        2.437410        1.769720        2.067650 
      16.973660       18.238890       21.710660        9.400310        5.628140       10.906410       21.501890        6.537360        5.161660        3.285800        4.657460        5.987220        5.719490        4.262600        4.079420        6.986860       12.299030       23.104520        3.576260        5.896770        3.605910        7.807020        4.660240        3.320040        4.497450 
       4.686500        5.023270        5.947530       13.692230        8.066480        3.671140        5.997800        9.565500        7.481470        3.662820        2.356090        4.127680        8.281150        5.769510        4.556740        3.409920        6.149180       14.694830        3.909720        6.668250        1.825570        3.820990        3.262950        2.325220        5.059960 
       2.326440        2.475210        2.887780        7.481280        4.510500        1.941990        2.932000        5.245780        4.157020        2.134870        1.413960        2.314710        4.591590        3.239040        2.640470        1.950350        3.284960        7.733870        2.374800        3.717170        1.143050        2.108250        1.909870        1.389110        2.842410 
       1.232390        1.285630        1.468100        2.012640        1.377970        1.219480        1.539320        1.406860        1.187530        2.468210        1.095360        1.511110        1.312970        1.577410        3.056170        1.464570        2.443820       10.748090        2.691770        4.354290        0.907320        1.539320        2.544630        1.842170        3.338770 
